id,situacao,cargo,funcao
3241127,Ativo,VIGILANTE,Sem função
2765855,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1773716,Pensionista,AUXILIAR DE LABORATORIO,Sem função
84973,Aposentado,TECNICO DE LABORATORIO AREA,Sem função
3055692,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2562234,Aposentado,AUXILIAR OPERACIONAL,Sem função
1368478,Ativo,TECNICO EM RADIOLOGIA,Sem função
1664874,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2764394,Ativo,AUX EM ADMINISTRACAO,Sem função
3008059,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
1102185,Aposentado,TECNICO DE LABORATORIO AREA,Sem função
3165334,Ativo,VIGILANTE,Sem função
1944053,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1944053,Ativo,Sem informaç,CD 000.4
1034436,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1034436,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3083703,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
2367270,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2367270,Ativo,Sem informaç,FG 000.1
352527,Ativo,ASSIST DE TECNOLOGIA DA INFORMACAO,Sem função
3386607,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3386607,Ativo,Sem informaç,FG 000.1
2531231,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2756476,Ativo,ENFERMEIRO-AREA,Sem função
1311393,Ativo,VIGILANTE,Sem função
118393,Aposentado,ATENDENTE DE ENFERMAGEM,Sem função
3493329,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
752139,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2939851,Ativo,MEDICO-AREA,Sem função
1367854,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
218491,Ativo,ODONTOLOGO - 30 HORAS - DL 1445-76,Sem função
3137773,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3137773,Ativo,Sem informaç,FG 000.1
2093467,Ativo,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS,Sem função
2259871,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
543782,Ativo,MOTORISTA,Sem função
337337,Aposentado,ATENDENTE DE ENFERMAGEM,Sem função
1124999,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1249097,Aposentado,AUXILIAR DE NUTRICAO E DIETETICA,Sem função
1776248,Aposentado,TIPOGRAFO,Sem função
494620,Aposentado,TECNICO EM ELETROTECNICA,Sem função
3183390,Ativo,VIGILANTE,Sem função
3368246,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
530623,Aposentado,MECANICO,Sem função
3032643,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
227953,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
586705,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
2170355,Pensionista,ASSISTENTE EM ADMINISTRACAO,Sem função
1453162,Pensionista,ASSISTENTE EM ADMINISTRACAO,Sem função
3221691,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2220922,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1527172,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
2790892,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3511663,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
292739,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2373442,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3855945,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2525140,Ativo,OPERADOR DE MAQ AGRICOLAS,Sem função
3578974,Aposentado,EDITOR DE IMAGENS,Sem função
2785897,Pensionista,AUX EM ADMINISTRACAO,Sem função
3612195,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3129230,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
842023,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1064810,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3851632,Ativo,TEC DE TECNOLOGIA DA INFORMACAO,Sem função
121755,Aposentado,TEC EM ANATOMIA E NECROPSIA,Sem função
734145,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
321424,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1336963,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
2848939,Aposentado,AUX EM ADMINISTRACAO,Sem função
2523769,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
2290824,Ativo,AUX EM ADMINISTRACAO,Sem função
1876132,Aposentado,TEC DE TECNOLOGIA DA INFORMACAO,Sem função
2557703,Pensionista,VIGILANTE,Sem função
864552,Pensionista,RECEPCIONISTA,Sem função
2072289,Aposentado,TECNICO EM ENFERMAGEM,Sem função
2261122,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
2191965,Pensionista,EDITOR DE IMAGENS,Sem função
3784262,Aposentado,AUXILIAR DE SAUDE,Sem função
3515012,Pensionista,TECNICO DE LABORATORIO AREA,Sem função
1762099,Aposentado,TECNICO EM ENFERMAGEM,Sem função
1988959,Pensionista,TEC EM ANATOMIA E NECROPSIA,Sem função
3742527,Pensionista,ASSISTENTE EM ADMINISTRACAO,Sem função
1360002,Pensionista,MOTORISTA,Sem função
855728,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1850340,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
1948566,Aposentado,PROFESSOR ENS BASICO TECN TECNOLOGICO,Sem função
425931,Ativo,COPEIRO,Sem função
3817747,Pensionista,TAXIDERMISTA,Sem função
3767739,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
2609213,Pensionista,RECEPCIONISTA,Sem função
2079276,Pensionista,VIGILANTE,Sem função
2602264,Aposentado,SERVENTE DE LIMPEZA,Sem função
2619446,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
3763582,Ativo,TECNICO EM ENFERMAGEM,Sem função
1496884,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
1795879,Pensionista,ATENDENTE DE CONSULTORIO-AREA,Sem função
1029931,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2961584,Pensionista,MARCENEIRO,Sem função
1581526,Aposentado,AUXILIAR DE SAUDE,Sem função
329528,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
228856,Aposentado,ASCENSORISTA,Sem função
3282467,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
191123,Aposentado,NUTRICIONISTA-HABILITACAO,Sem função
1197254,Ativo,VESTIARISTA,Sem função
2709572,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3858876,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2416704,Ativo,AUXILIAR DE NUTRICAO E DIETETICA,Sem função
2416704,Ativo,Sem informaç,FG 000.3
3657811,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2034312,Ativo,TECNICO DE LABORATORIO AREA,Sem função
2533174,Pensionista,RECEPCIONISTA,Sem função
958372,Pensionista,RECEPCIONISTA,Sem função
886880,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1688618,Aposentado,ARQUIVISTA,Sem função
1809090,Ativo,MECANICO,Sem função
2527734,Pensionista,PROFESSOR DE 1  E 2  GRAUS,Sem função
381583,Ativo,FISIOTERAPEUTA,Sem função
1089162,Ativo,BIBLIOTECARIO-DOCUMENTALISTA,Sem função
1073135,Pensionista,RECEPCIONISTA,Sem função
403576,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
283333,Aposentado,SERVENTE DE LIMPEZA,Sem função
410667,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
3411546,Ativo,TECNICO EM CONTABILIDADE,Sem função
115045,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
800950,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
560354,Aposentado,TECNICO EM ENFERMAGEM,Sem função
1670229,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2670136,Aposentado,MEDICO-AREA,Sem função
29234,Aposentado,AUX EM ADMINISTRACAO,Sem função
170858,Pensionista,CONTINUO,Sem função
950246,Aposentado,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
849328,Pensionista,RECEPCIONISTA,Sem função
3192931,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2661051,Ativo,TECNICO EM CINEMATOGRAFIA,Sem função
1053332,Aposentado,VIGILANTE,Sem função
3383254,Aposentado,AUX EM ADMINISTRACAO,Sem função
1672088,Pensionista,PROFESSOR 3 GRAU,Sem função
2589957,Pensionista,RECEPCIONISTA,Sem função
1777413,Pensionista,RECEPCIONISTA,Sem função
1040807,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2089470,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2651109,Pensionista,RECEPCIONISTA,Sem função
1098242,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1098242,Ativo,Sem informaç,FG 000.3
2996991,Ativo,SECRETARIO EXECUTIVO,Sem função
1532462,Aposentado,VIGILANTE,Sem função
1855582,Ativo,VIGILANTE,Sem função
868779,Aposentado,VIGILANTE,Sem função
282567,Aposentado,VIGILANTE,Sem função
2505060,Ativo,BIBLIOTECARIO-DOCUMENTALISTA,Sem função
2505060,Ativo,Sem informaç,FG 000.1
1862771,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2717022,Pensionista,PROF DO ENSINO BASICO TEC TECNOLOGICO,Sem função
1777197,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
24401,Ativo,AUX EM ADMINISTRACAO,Sem função
3614175,Pensionista,AUX EM ADMINISTRACAO,Sem função
3161613,Ativo,ENFERMEIRO-AREA,Sem função
2326649,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3709668,Ativo,EDITOR DE IMAGENS,Sem função
3709668,Ativo,Sem informaç,FG 000.1
1008523,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1244209,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1764174,Aposentado,TECNICO EM ENFERMAGEM,Sem função
2116623,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
1260647,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1769869,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
401504,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
694616,Aposentado,FARMACEUTICO-HABILITACAO,Sem função
1741825,Aposentado,TECNICO EM ENFERMAGEM,Sem função
2580794,Pensionista,CONTRAMESTRE-OFICIO,Sem função
2888416,Aposentado,ASSISTENTE SOCIAL,Sem função
3669981,Aposentado,ENGENHEIRO-AREA,Sem função
3623370,Aposentado,TECNICO EM RADIOLOGIA,Sem função
2159835,Aposentado,VIGILANTE,Sem função
3137498,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1159619,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3138448,Ativo,VIGILANTE,Sem função
2950691,Ativo,AUX EM ADMINISTRACAO,Sem função
749802,Pensionista,RECEPCIONISTA,Sem função
2789187,Pensionista,ADMINISTRADOR DE EDIFICIOS,Sem função
2108039,Aposentado,SECRETARIO EXECUTIVO,Sem função
2250048,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2656624,Ativo,MEDICO RESIDENTE,Sem função
725959,Pensionista,AUX EM ADMINISTRACAO,Sem função
433542,Ativo,AUX EM ADMINISTRACAO,Sem função
3718004,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
446832,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
815438,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
815438,Ativo,Sem informaç,FUC 000.1
2859287,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2845341,Ativo,OPERADOR DE CAMERA DE CINEMA E TV,Sem função
2845341,Ativo,Sem informaç,CD 000.4
60736,Ativo,TECNICO EM REFRIGERACAO,Sem função
2156926,Aposentado,SERVENTE DE LIMPEZA,Sem função
351754,Ativo,PSICOLOGO-AREA,Sem função
397559,Aposentado,COPEIRO,Sem função
1885467,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
1847007,Pensionista,CONTRAMESTRE-OFICIO,Sem função
3850361,Pensionista,VIGILANTE,Sem função
3328772,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
118070,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
722039,Pensionista,SERVENTE DE LIMPEZA,Sem função
2679813,Ativo,AUX EM ADMINISTRACAO,Sem função
3318597,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
186448,Aposentado,AUX EM ADMINISTRACAO,Sem função
2200058,Pensionista,AUXILIAR OPERACIONAL,Sem função
3679269,Pensionista,ASSISTENTE DE LABORATORIO,Sem função
3197066,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1361734,Pensionista,TECNICO EM ARTES GRAFICAS,Sem função
3001323,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2874705,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2173235,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1573998,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1960252,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
2815052,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3571671,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1446878,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2369747,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
3406642,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
2854603,Ativo,AUX EM ADMINISTRACAO,Sem função
27812,Ativo,TECNICO EM CONTABILIDADE,Sem função
2872772,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3475895,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3475895,Ativo,Sem informaç,FG 000.1
525526,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
213148,Ativo,MEDICO RESIDENTE,Sem função
3001089,Ativo,MEDICO-AREA,Sem função
1132442,Ativo,CONTADOR,Sem função
1132442,Ativo,Sem informaç,CD 000.4
387944,Ativo,BIOLOGO,Sem função
3254442,Ativo,MEDICO RESIDENTE,Sem função
1252064,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
1616636,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
1157240,Ativo,TECNICO EM ENFERMAGEM,Sem função
1646610,Ativo,ENFERMEIRO-AREA,Sem função
2943219,Ativo,TECNICO EM SECRETARIADO,Sem função
1806447,Ativo,ASSISTENTE SOCIAL,Sem função
264578,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
630080,Ativo,MEDICO RESIDENTE,Sem função
3014012,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3324351,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2479468,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3855933,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3851501,Ativo,MEDICO RESIDENTE,Sem função
1097235,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1674132,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
501673,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1099383,Ativo,AUX EM ADMINISTRACAO,Sem função
2556435,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
456385,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2474968,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
272730,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3209133,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1069188,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
235930,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1638709,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2239074,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3859620,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
453378,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
1960790,Ativo,TECNICO EM CONTABILIDADE,Sem função
1393127,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1393127,Ativo,Sem informaç,FG 000.1
890186,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
416555,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
2007887,Pensionista,OPERADOR DE MAQUINA COPIADORA,Sem função
619055,Ativo,TECNOLOGO-FORMACAO,Sem função
619055,Ativo,Sem informaç,FEX 011.0
1077011,Ativo,ASSISTENTE SOCIAL,Sem função
1268134,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2899418,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2899418,Ativo,Sem informaç,FUC 000.1
1402930,Ativo,TECNOLOGO-FORMACAO,Sem função
61844,Ativo,MEDICO RESIDENTE,Sem função
599501,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1007153,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3408895,Ativo,RESIDENCIA MULTIPROFISSIONAL,Sem função
3851850,Ativo,MEDICO RESIDENTE,Sem função
1637740,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
244593,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2085561,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1376953,Ativo,AUX EM ADMINISTRACAO,Sem função
3343266,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
2578782,Ativo,FONOAUDIOLOGO,Sem função
1394270,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2732965,Aposentado,MEDICO-AREA,Sem função
2125928,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2125928,Ativo,Sem informaç,FG 000.1
1496010,Ativo,TECNICO DE LABORATORIO AREA,Sem função
2800999,Ativo,MEDICO-AREA,Sem função
1648392,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
3591847,Pensionista,ENGENHEIRO-AREA,Sem função
3591847,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1371968,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
188488,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
1822291,Ativo,TECNICO DE LABORATORIO AREA,Sem função
1515322,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
774564,Aposentado,ESTATISTICO,Sem função
3739636,Ativo,PROFESSOR ENS BASICO TECN TECNOLOGICO,Sem função
819098,Ativo,TECNICO DE LABORATORIO AREA,Sem função
1254952,Ativo,ADMINISTRADOR,Sem função
274488,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
274488,Ativo,Sem informaç,FUC 000.1
3532612,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3532612,Ativo,Sem informaç,FUC 000.1
1597976,Ativo,TECNICO DE LABORATORIO AREA,Sem função
2972398,Ativo,AUX EM ADMINISTRACAO,Sem função
2972398,Ativo,Sem informaç,FG 000.1
3854065,Ativo,RESIDENCIA MULTIPROFISSIONAL,Sem função
3723708,Ativo,AUX EM ADMINISTRACAO,Sem função
3510248,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2353497,Ativo,MESTRE DE EDIF E INFRAESTRUTURA,Sem função
1910872,Aposentado,TECNICO EM ARQUIVO,Sem função
2319907,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
3250343,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
1414484,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
832271,Ativo,PEDAGOGO-AREA,Sem função
3595785,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3134529,Ativo,MEDICO RESIDENTE,Sem função
2791232,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2791232,Ativo,Sem informaç,CD 000.4
3691048,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1668024,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1747061,Pensionista,ASSISTENTE EM ADMINISTRACAO,Sem função
270933,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3624898,Pensionista,RECEPCIONISTA,Sem função
1941327,Aposentado,CONTADOR,Sem função
1519540,Aposentado,AUX EM ADMINISTRACAO,Sem função
1576472,Aposentado,CONTADOR,Sem função
377529,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
689009,Pensionista,AUXILIAR DE LABORATORIO,Sem função
1965591,Aposentado,OPERADOR DE MAQ DE LAVANDERIA,Sem função
2259042,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2259042,Pensionista,TRADUTOR INTERPRETE,Sem função
386831,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
394835,Ativo,TECNICO EM RADIOLOGIA,Sem função
748563,Aposentado,TECNICO EM CONTABILIDADE,Sem função
1389958,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1665810,Ativo,PINTOR DE CONST CENICA E PAINEIS,Sem função
88924,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1200994,Ativo,TECNICO DE LABORATORIO AREA,Sem função
1288511,Ativo,TECNICO DE LABORATORIO AREA,Sem função
87766,Ativo,TECNICO DE LABORATORIO AREA,Sem função
3087216,Ativo,MEDICO RESIDENTE,Sem função
2802388,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1296327,Ativo,BIBLIOTECARIO-DOCUMENTALISTA,Sem função
369589,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2105104,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3190844,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3299910,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3855050,Ativo,TECNICO EM FARMACIA,Sem função
2695954,Ativo,NUTRICIONISTA-HABILITACAO,Sem função
484691,Ativo,TECNICO EM ENFERMAGEM,Sem função
170863,Ativo,MEDICO RESIDENTE,Sem função
9912,Ativo,TECNICO DE LABORATORIO AREA,Sem função
2368111,Ativo,AUX EM ADMINISTRACAO,Sem função
2368111,Ativo,Inválido,Sem função
1397431,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3486100,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1890489,Ativo,AUX EM ADMINISTRACAO,Sem função
3550053,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3123323,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2344252,Ativo,MEDICO-AREA,Sem função
1261930,Ativo,FARMACEUTICO-HABILITACAO,Sem função
1088742,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2750076,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
232099,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
2524818,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1948738,Ativo,AUX EM ADMINISTRACAO,Sem função
206621,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
206621,Ativo,Sem informaç,FG 000.3
1179543,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1365744,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2527318,Ativo,BIBLIOTECARIO-DOCUMENTALISTA,Sem função
2527318,Ativo,Sem informaç,FG 000.1
3226892,Ativo,AUX EM ADMINISTRACAO,Sem função
1050535,Ativo,PORTEIRO,Sem função
2972558,Ativo,TECNICO DE LABORATORIO AREA,Sem função
1547961,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1547961,Ativo,Sem informaç,FG 000.1
1029460,Ativo,MEDICO-AREA,Sem função
3131050,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3243592,Ativo,AUX EM ADMINISTRACAO,Sem função
3151972,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3151972,Ativo,Sem informaç,FG 000.1
383705,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2851289,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2911017,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1039822,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
505101,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
505101,Ativo,Sem informaç,FUC 000.1
3391210,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
1297202,Ativo,ENFERMEIRO-AREA,Sem função
2699302,Ativo,PROF ENS BAS TEC TECNOLOGICO-SUBSTITUTO,Sem função
515271,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
2304204,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2264055,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2081597,Ativo,CONTADOR,Sem função
3361081,Ativo,MEDICO RESIDENTE,Sem função
623380,Ativo,BIBLIOTECARIO-DOCUMENTALISTA,Sem função
3578690,Ativo,BIBLIOTECARIO-DOCUMENTALISTA,Sem função
377315,Ativo,SECRETARIO EXECUTIVO,Sem função
1188429,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2632515,Ativo,ESTATISTICO,Sem função
3252438,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3252438,Ativo,Sem informaç,FG 000.2
1131690,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
273222,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
5835,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
42534,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3858625,Ativo,MEDICO RESIDENTE,Sem função
2381147,Ativo,PROFESSOR ENS BASICO TECN TECNOLOGICO,Sem função
2503637,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2503637,Ativo,Sem informaç,FUC 000.1
251657,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
126884,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3039028,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
288972,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
288972,Ativo,Sem informaç,FG 000.2
1318176,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2365998,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2365998,Ativo,Sem informaç,FUC 000.1
1078519,Ativo,TECNICO DE LABORATORIO AREA,Sem função
8758,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
489439,Ativo,PROFESSOR ENS BASICO TECN TECNOLOGICO,Sem função
2552386,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
