id,situacao,cargo,funcao
839200,Ativo,Sem informaç,FG 000.2
3672246,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2088819,Ativo,AUX EM ADMINISTRACAO,Sem função
2088819,Ativo,Sem informaç,FG 000.1
3316738,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
37896,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2375879,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2375879,Ativo,Sem informaç,FG 000.1
690305,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1029,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2341985,Ativo,AUX EM ADMINISTRACAO,Sem função
2243069,Ativo,TECNICO DE LABORATORIO AREA,Sem função
263451,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
138069,Aposentado,NUTRICIONISTA-HABILITACAO,Sem função
258584,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
240088,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1010665,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2655556,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3193099,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1939195,Ativo,MEDICO RESIDENTE,Sem função
3392624,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3165995,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2813184,Ativo,PROFESSOR ENS BASICO TECN TECNOLOGICO,Sem função
2813184,Ativo,Sem informaç,FG 000.1
403019,Ativo,FISIOTERAPEUTA,Sem função
140190,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1030033,Ativo,PROFESSOR ENS BASICO TECN TECNOLOGICO,Sem função
1030033,Ativo,Sem informaç,FUC 000.1
2829541,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2829541,Ativo,Sem informaç,FUC 000.1
2965731,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1064701,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1289578,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1500967,Aposentado,BIBLIOTECARIO-DOCUMENTALISTA,Sem função
1500967,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1500967,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1500967,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3198958,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3091893,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
261829,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2895861,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2393458,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2617401,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
1929501,Aposentado,ASSISTENTE SOCIAL,Sem função
2944522,Ativo,PEDAGOGO-AREA,Sem função
722384,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
2385453,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1772132,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1772132,Ativo,Sem informaç,CD 000.4
2646970,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
711729,Ativo,MEDICO RESIDENTE,Sem função
234873,Ativo,TECNICO EM CONTABILIDADE,Sem função
2875960,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
890721,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
583536,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
988958,Pensionista,ANALISTA DE TEC DA INFORMACAO,Sem função
491627,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
543215,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
2568531,Ativo,ANALISTA DE TEC DA INFORMACAO,Sem função
1742687,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1689734,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
861753,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2505743,Ativo,ASSISTENTE DE LABORATORIO,Sem função
2267226,Ativo,TECNICO EM CONTABILIDADE,Sem função
2267226,Ativo,Sem informaç,FG 000.2
1505015,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3237256,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2351610,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
382979,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2777941,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2777941,Aposentado,PROFESSOR 3 GRAU,Sem função
1033770,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
919534,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
919534,Ativo,Sem informaç,FG 000.1
3225254,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
2567753,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3387020,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3387020,Ativo,Sem informaç,FG 000.1
1832241,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1759419,Aposentado,MEDICO-AREA,Sem função
2184294,Aposentado,VIGILANTE,Sem função
2317372,Ativo,AUX EM ADMINISTRACAO,Sem função
1138239,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2050915,Ativo,AUXILIAR DE SAUDE,Sem função
1487041,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
2308273,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2879256,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3119090,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
284354,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2513373,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
17817,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
961667,Pensionista,COZINHEIRO,Sem função
2458885,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1262688,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2614156,Pensionista,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
1543417,Ativo,SERVENTE DE LIMPEZA,Sem função
3159302,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
550746,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1212954,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1866553,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2519688,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2295981,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
508283,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2824791,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1776637,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1776637,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3761808,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3761808,Ativo,Sem informaç,CD 000.3
2524013,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2509405,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1159,Ativo,AUX EM ADMINISTRACAO,Sem função
2531746,Aposentado,BIOLOGO,Sem função
1182158,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
69958,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3726406,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2940244,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1084949,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1045558,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1339898,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3216912,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1167111,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3593776,Aposentado,TECNICO EM ENFERMAGEM,Sem função
2277532,Ativo,SERVENTE DE LIMPEZA,Sem função
1887648,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1887648,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
581288,Ativo,MUSICO,Sem função
3216371,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
2635330,Aposentado,EDITOR DE IMAGENS,Sem função
220766,Aposentado,ECONOMISTA,Sem função
370652,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
715465,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3093942,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3302427,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2280290,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2495295,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2208243,Ativo,MECANICO,Sem função
1382699,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1382699,Ativo,Sem informaç,FG 000.1
409625,Ativo,QUIMICO,Sem função
2830490,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
50011,Ativo,ANALISTA DE TEC DA INFORMACAO,Sem função
3117669,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
2992060,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3322682,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1437475,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
1199643,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2898988,Ativo,MEDICO-AREA,Sem função
2898988,Ativo,Sem informaç,GF 002.1
114719,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1794717,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1794717,Ativo,Sem informaç,FUC 000.1
990269,Ativo,TECNICO DE LABORATORIO AREA,Sem função
2973797,Ativo,TECNICO EM CONTABILIDADE,Sem função
2973797,Ativo,Sem informaç,FG 000.2
2109394,Ativo,MEDICO RESIDENTE,Sem função
920116,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1148866,Ativo,TECNICO EM SOM,Sem função
2106088,Ativo,TECNICO DE LABORATORIO AREA,Sem função
489610,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
489610,Ativo,Sem informaç,FG 000.1
2691215,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1227599,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1931895,Aposentado,ENFERMEIRO-AREA,Sem função
3145822,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
995378,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
2663730,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1845202,Ativo,ENGENHEIRO DE SEG DO TRABALHO,Sem função
2385153,Aposentado,NUTRICIONISTA-HABILITACAO,Sem função
1954261,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
447633,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2802310,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1924861,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1865181,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1388971,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
156457,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1144714,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2225980,Ativo,ENFERMEIRO-AREA,Sem função
594025,Ativo,MEDICO RESIDENTE,Sem função
2392282,Ativo,AUX EM ADMINISTRACAO,Sem função
1198153,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1659242,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2939509,Ativo,ENFERMEIRO-AREA,Sem função
2968120,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2037239,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
375022,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
830385,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1905410,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2433215,Ativo,ENFERMEIRO-AREA,Sem função
3387751,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2057897,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
2895095,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
205683,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
205683,Ativo,Sem informaç,FUC 000.1
3068333,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3549185,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1791087,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3360637,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2125889,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3232847,Ativo,TECNICO EM CONTABILIDADE,Sem função
1293152,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3008693,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1035265,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
913978,Ativo,REVISOR DE TEXTOS,Sem função
902070,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1299884,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2709900,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1537601,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1537601,Ativo,Sem informaç,CD 000.4
2794005,Ativo,AUX EM ADMINISTRACAO,Sem função
3268266,Ativo,ALMOXARIFE,Sem função
537011,Ativo,MEDICO-AREA,Sem função
537011,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2762429,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2356655,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
644281,Pensionista,TEC DE TECNOLOGIA DA INFORMACAO,Sem função
3185112,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1774490,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3581601,Pensionista,PROFESSOR 3 GRAU,Sem função
1354958,Ativo,ANALISTA DE TEC DA INFORMACAO,Sem função
3056750,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
955991,Ativo,PSICOLOGO-AREA,Sem função
1390413,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1788507,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1788507,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1788507,Ativo,Sem informaç,FUC 000.1
410360,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
909005,Pensionista,MOTORISTA,Sem função
456903,Aposentado,VIGILANTE,Sem função
426920,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2113101,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
70836,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2380427,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
928325,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1260642,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1322893,Pensionista,CONTADOR,Sem função
2253125,Ativo,TECNICO EM RADIOLOGIA,Sem função
1821667,Pensionista,MOTORISTA,Sem função
2727276,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
3308045,Ativo,VIGILANTE,Sem função
178430,Pensionista,JORNALISTA,Sem função
3257527,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2305320,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2305320,Ativo,Sem informaç,FUC 000.1
3801503,Pensionista,VIGILANTE,Sem função
2185843,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2164572,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2164572,Aposentado,PROFESSOR 3 GRAU,Sem função
1879047,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
1398612,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1723695,Aposentado,TECNICO DE LABORATORIO AREA,Sem função
2700076,Ativo,ASSISTENTE SOCIAL,Sem função
2904059,Aposentado,FISICO,Sem função
90776,Ativo,ENFERMEIRO-AREA,Sem função
90776,Ativo,Sem informaç,GF 002.5
969284,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2244696,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1686108,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1686108,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1307462,Ativo,TECNICO DE LABORATORIO AREA,Sem função
420899,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2178319,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2094684,Aposentado,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
1229476,Ativo,TECNICO EM SOM,Sem função
306226,Aposentado,VIGILANTE,Sem função
3753449,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2626635,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
465707,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
3482394,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1450668,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
357135,Aposentado,SERVENTE DE LIMPEZA,Sem função
43293,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1430135,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2444419,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1489042,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2115313,Aposentado,ANALISTA DE TEC DA INFORMACAO,Sem função
19564,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2033491,Ativo,VIGILANTE,Sem função
1358502,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1983916,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1983916,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1571624,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1097128,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2901970,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2358628,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
253553,Aposentado,AUX EM ADMINISTRACAO,Sem função
2575079,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2016155,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
270197,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1756316,Aposentado,AUXILIAR DE LABORATORIO,Sem função
2884427,Aposentado,PEDREIRO,Sem função
2132724,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
355628,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1170357,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2253192,Ativo,VIGILANTE,Sem função
1426689,Ativo,VIGILANTE,Sem função
1588612,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2630234,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2221298,Ativo,AUX EM ADMINISTRACAO,Sem função
2816736,Ativo,ANALISTA DE TEC DA INFORMACAO,Sem função
2816736,Ativo,Sem informaç,FG 000.1
506891,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
506891,Ativo,Sem informaç,FUC 000.1
925084,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3697798,Ativo,TECNICO DE LABORATORIO AREA,Sem função
3593021,Aposentado,MEDICO-AREA,Sem função
3593021,Pensionista,AUXILIAR DE ENFERMAGEM,Sem função
1311399,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1685589,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
3785650,Pensionista,ASSISTENTE EM ADMINISTRACAO,Sem função
3785650,Pensionista,ASSISTENTE EM ADMINISTRACAO,Sem função
2073874,Ativo,CONTINUO,Sem função
2043864,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1050234,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1423590,Pensionista,ASSISTENTE EM ADMINISTRACAO,Sem função
919072,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
919072,Ativo,Inválido,Sem função
2338899,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2338899,Ativo,Sem informaç,FG 000.1
2666534,Ativo,MEDICO RESIDENTE,Sem função
198170,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1304899,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1458375,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1779332,Ativo,ARQUIVISTA,Sem função
1779332,Ativo,Sem informaç,FG 000.1
263539,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2167897,Ativo,TECNOLOGO-FORMACAO,Sem função
1644732,Pensionista,MEDICO-AREA,Sem função
3664386,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1374993,Ativo,BIOLOGO,Sem função
3860367,Ativo,PROFESSOR MAGISTERIO SUPERIOR-SUBSTITUTO,Sem função
463278,Aposentado,MEDICO-AREA,Sem função
447801,Ativo,MEDICO-AREA,Sem função
3549715,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1534913,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1259206,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1303362,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1947691,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2748500,Pensionista,ARQUEOLOGO,Sem função
2024966,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1234042,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2019846,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3641445,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2446312,Aposentado,ASSISTENTE EM ADMINISTRACAO,Sem função
1042574,Ativo,MEDICO-AREA,Sem função
888993,Ativo,CONTINUO,Sem função
1829358,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3562324,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2029809,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3899931,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
95044,Ativo,ADMINISTRADOR DE EDIFICIOS,Sem função
2539719,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1553191,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1553191,Ativo,Sem informaç,FG 000.1
3873765,Ativo,MEDICO RESIDENTE,Sem função
332706,Ativo,BIBLIOTECARIO-DOCUMENTALISTA,Sem função
382656,Ativo,ANALISTA DE TEC DA INFORMACAO,Sem função
2976841,Pensionista,VIGILANTE,Sem função
3494715,Ativo,TECNICO DE LABORATORIO AREA,Sem função
2237529,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3851989,Ativo,MEDICO RESIDENTE,Sem função
473794,Ativo,TECNICO DE LABORATORIO AREA,Sem função
293248,Pensionista,VESTIARISTA,Sem função
2488745,Ativo,ENGENHEIRO DE SEG DO TRABALHO,Sem função
3855240,Ativo,RESIDENCIA MULTIPROFISSIONAL,Sem função
2655849,Ativo,MEDICO RESIDENTE,Sem função
1253080,Ativo,AUX EM ADMINISTRACAO,Sem função
315389,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1012647,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2861717,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2861717,Ativo,Sem informaç,FG 000.1
967735,Ativo,ADMINISTRADOR DE EDIFICIOS,Sem função
1518264,Ativo,MEDICO RESIDENTE,Sem função
1555872,Ativo,MEDICO RESIDENTE,Sem função
1207366,Ativo,TECNICO DE LABORATORIO AREA,Sem função
3247306,Ativo,MEDICO-AREA,Sem função
123203,Ativo,PSICOLOGO-AREA,Sem função
2386889,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
2386889,Ativo,Sem informaç,FG 000.3
3862884,Ativo,MEDICO RESIDENTE,Sem função
3861141,Ativo,MEDICO RESIDENTE,Sem função
2812296,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1823469,Ativo,MEDICO RESIDENTE,Sem função
1596887,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1596887,Ativo,Sem informaç,FUC 000.1
2876180,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2425473,Ativo,ARQUITETO E URBANISTA,Sem função
371795,Ativo,ENFERMEIRO-AREA,Sem função
371795,Ativo,Sem informaç,GF 002.4
1340616,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1802949,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
3133025,Ativo,TECNICO EM ASSUNTOS EDUCACIONAIS,Sem função
696566,Ativo,MEDICO RESIDENTE,Sem função
3660928,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2098279,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
2049175,Pensionista,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
849248,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
849248,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
3610292,Pensionista,AUXILIAR DE ENFERMAGEM,Sem função
3294474,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
1278126,Ativo,AUXILIAR DE ENFERMAGEM,Sem função
1770225,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
1579992,Aposentado,AUXILIAR DE ENFERMAGEM,Sem função
221749,Ativo,ASSISTENTE EM ADMINISTRACAO,Sem função
221749,Ativo,Inválido,Sem função
812378,Aposentado,AUX EM ADMINISTRACAO,Sem função
3177687,Ativo,ENFERMEIRO-AREA,Sem função
6602,Ativo,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
160796,Aposentado,AUXILIAR DE SAUDE,Sem função
198997,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
198997,Aposentado,PROFESSOR DO MAGISTERIO SUPERIOR,Sem função
